_DROP_ ; _LTST_ ; SOL ; YYYY-MM-DDTHH:MM:SS.sss ; RATIO
-0.380 ; 11.946 ; 156 ; 2019-126T00:52:05.099Z ; 1.000
-0.380 ; 12.116 ; 142 ; 2019-111T15:53:33.160Z ; 1.000
-0.380 ; 12.224 ; 207 ; 2019-178T10:29:26.923Z ; 1.000
-0.380 ; 12.288 ; 204 ; 2019-175T08:35:38.129Z ; 1.000
-0.380 ; 12.359 ; 359 ; 2019-334T14:23:36.578Z ; 1.000
-0.380 ; 12.494 ; 201 ; 2019-172T06:50:36.533Z ; 1.000
-0.380 ; 12.517 ; 240 ; 2019-212T08:23:40.901Z ; 1.000
-0.380 ; 12.717 ; 294 ; 2019-267T20:01:50.793Z ; 1.000
-0.380 ; 12.725 ; 391 ; 2020-002T11:48:13.097Z ; 1.000
-0.380 ; 12.771 ; 249 ; 2019-221T14:33:11.833Z ; 1.000
-0.380 ; 12.889 ; 331 ; 2019-305T20:31:38.524Z ; 1.000
-0.380 ; 12.945 ; 133 ; 2019-102T10:51:35.757Z ; 1.000
-0.380 ; 13.104 ; 119 ; 2019-088T01:51:53.649Z ; 1.000
-0.380 ; 13.112 ; 385 ; 2019-361T08:15:31.352Z ; 1.000
-0.380 ; 13.274 ; 320 ; 2019-294T13:41:26.055Z ; 1.000
-0.380 ; 13.367 ; 362 ; 2019-337T17:24:04.052Z ; 1.000
-0.380 ; 13.664 ; 348 ; 2019-323T08:30:03.626Z ; 1.000
-0.380 ; 13.851 ; 236 ; 2019-208T07:08:38.350Z ; 1.000
-0.380 ; 14.085 ; 332 ; 2019-306T22:24:48.359Z ; 1.000
-0.380 ; 14.356 ; 207 ; 2019-178T12:40:50.454Z ; 1.000
-0.380 ; 14.531 ; 237 ; 2019-209T08:29:54.383Z ; 1.000
-0.380 ; 15.201 ; 207 ; 2019-178T13:32:54.491Z ; 1.000
-0.380 ; 15.742 ; 366 ; 2019-341T22:28:14.210Z ; 0.993
-0.379 ;  9.420 ; 215 ; 2019-186T12:50:39.129Z ; 1.000
-0.379 ;  9.574 ; 400 ; 2020-011T14:28:49.520Z ; 1.000
-0.379 ; 10.014 ; 342 ; 2019-317T00:48:22.753Z ; 1.000
-0.379 ; 10.072 ; 225 ; 2019-196T20:03:31.269Z ; 1.000
-0.379 ; 10.311 ; 211 ; 2019-182T11:08:30.223Z ; 1.000
-0.379 ; 10.352 ; 387 ; 2019-363T06:44:12.173Z ; 1.000
-0.379 ; 10.456 ; 287 ; 2019-260T13:06:33.494Z ; 1.000
-0.379 ; 10.558 ; 161 ; 2019-131T02:42:35.824Z ; 1.000
-0.379 ; 10.637 ; 357 ; 2019-332T11:18:33.737Z ; 1.000
-0.379 ; 10.680 ; 295 ; 2019-268T18:35:41.783Z ; 1.000
-0.379 ; 10.718 ; 214 ; 2019-185T13:31:24.157Z ; 1.000
-0.379 ; 10.820 ; 237 ; 2019-209T04:41:09.630Z ; 1.000
-0.379 ; 10.855 ; 341 ; 2019-316T01:00:43.623Z ; 1.000
-0.379 ; 10.914 ; 327 ; 2019-301T15:52:02.830Z ; 0.999
-0.379 ; 11.277 ; 263 ; 2019-235T22:11:57.568Z ; 1.000
-0.379 ; 11.292 ; 379 ; 2019-355T02:26:41.184Z ; 1.000
-0.379 ; 11.344 ; 254 ; 2019-226T16:21:57.687Z ; 1.000
-0.379 ; 11.377 ; 327 ; 2019-301T16:20:35.985Z ; 0.999
-0.379 ; 11.498 ; 204 ; 2019-175T07:46:56.692Z ; 1.000
-0.379 ; 11.678 ; 152 ; 2019-121T21:58:42.602Z ; 1.000
-0.379 ; 11.737 ; 395 ; 2020-006T13:25:01.543Z ; 1.000
-0.379 ; 11.820 ; 301 ; 2019-274T23:42:30.397Z ; 1.000
-0.379 ; 11.875 ; 229 ; 2019-201T00:31:46.559Z ; 1.000
-0.379 ; 12.119 ; 346 ; 2019-321T05:35:57.116Z ; 1.000
-0.379 ; 12.476 ; 394 ; 2020-005T13:31:10.042Z ; 1.000
-0.379 ; 12.627 ; 321 ; 2019-295T13:40:58.345Z ; 1.000
-0.379 ; 13.056 ; 299 ; 2019-272T23:39:50.864Z ; 1.000
-0.379 ; 13.311 ; 375 ; 2019-351T01:53:22.287Z ; 1.000
-0.379 ; 14.037 ; 086 ; 2019-054T05:11:37.745Z ; 1.000
-0.379 ; 14.127 ; 216 ; 2019-187T18:19:59.551Z ; 1.000
-0.379 ; 14.236 ; 175 ; 2019-145T15:38:13.965Z ; 1.000
-0.379 ; 14.267 ; 043 ; 2019-010T01:05:49.239Z ; 1.000
-0.379 ; 14.547 ; 325 ; 2019-299T18:17:08.298Z ; 0.719
-0.379 ; 14.589 ; 336 ; 2019-311T01:33:41.017Z ; 1.000
-0.379 ; 16.141 ; 380 ; 2019-356T08:05:00.341Z ; 1.000
-0.378 ;  8.842 ; 328 ; 2019-302T14:23:48.898Z ; 1.000
-0.378 ;  9.127 ; 028 ; 2018-359T09:52:29.460Z ; 1.000
-0.378 ;  9.374 ; 167 ; 2019-137T05:24:49.869Z ; 1.000
-0.378 ;  9.722 ; 366 ; 2019-341T16:17:09.647Z ; 0.993
-0.378 ;  9.746 ; 126 ; 2019-095T02:59:41.743Z ; 1.000
-0.378 ;  9.784 ; 187 ; 2019-157T18:54:22.112Z ; 1.000
-0.378 ; 10.059 ; 191 ; 2019-161T21:48:12.554Z ; 1.000
-0.378 ; 10.373 ; 353 ; 2019-328T08:24:27.766Z ; 1.000
-0.378 ; 10.449 ; 218 ; 2019-189T15:51:49.193Z ; 1.000
-0.378 ; 10.603 ; 354 ; 2019-329T09:18:05.454Z ; 1.000
-0.378 ; 10.760 ; 307 ; 2019-281T02:33:44.821Z ; 1.000
-0.378 ; 10.810 ; 311 ; 2019-285T05:14:32.659Z ; 1.000
-0.378 ; 10.936 ; 148 ; 2019-117T18:36:07.558Z ; 1.000
-0.378 ; 10.967 ; 310 ; 2019-284T04:44:47.489Z ; 0.943
-0.378 ; 11.054 ; 287 ; 2019-260T13:43:26.336Z ; 1.000
-0.378 ; 11.213 ; 293 ; 2019-266T17:49:43.045Z ; 0.871
-0.378 ; 11.234 ; 306 ; 2019-280T02:23:30.673Z ; 1.000
-0.378 ; 11.383 ; 257 ; 2019-229T18:22:20.746Z ; 1.000
-0.378 ; 11.635 ; 203 ; 2019-174T07:16:09.224Z ; 1.000
-0.378 ; 11.788 ; 169 ; 2019-139T09:12:02.293Z ; 1.000
-0.378 ; 11.934 ; 339 ; 2019-314T00:48:19.992Z ; 1.000
-0.378 ; 12.156 ; 358 ; 2019-333T13:31:35.010Z ; 1.000
-0.378 ; 12.229 ; 354 ; 2019-329T10:58:18.300Z ; 1.000
-0.378 ; 12.298 ; 105 ; 2019-073T15:52:10.984Z ; 1.000
-0.378 ; 12.436 ; 267 ; 2019-240T02:00:52.314Z ; 1.000
-0.378 ; 12.507 ; 210 ; 2019-181T12:44:36.862Z ; 1.000
-0.378 ; 12.723 ; 026 ; 2018-357T12:14:33.976Z ; 1.000
-0.378 ; 13.014 ; 101 ; 2019-069T13:59:00.627Z ; 1.000
-0.378 ; 13.015 ; 194 ; 2019-165T02:48:06.007Z ; 1.000
-0.378 ; 13.024 ; 311 ; 2019-285T07:31:01.839Z ; 1.000
-0.378 ; 13.072 ; 366 ; 2019-341T19:43:37.835Z ; 0.993
-0.378 ; 13.199 ; 092 ; 2019-060T08:16:15.615Z ; 0.997
-0.378 ; 13.223 ; 035 ; 2019-001T18:43:36.816Z ; 1.000
-0.378 ; 13.234 ; 242 ; 2019-214T10:26:30.858Z ; 1.000
-0.378 ; 13.281 ; 240 ; 2019-212T09:10:43.634Z ; 1.000
-0.378 ; 13.910 ; 255 ; 2019-227T19:39:26.823Z ; 1.000
-0.378 ; 14.172 ; 177 ; 2019-147T16:52:41.614Z ; 1.000
-0.378 ; 14.309 ; 378 ; 2019-354T04:53:12.224Z ; 1.000
-0.377 ;  8.919 ; 261 ; 2019-233T18:27:54.950Z ; 0.999
-0.377 ;  9.085 ; 231 ; 2019-202T22:58:24.583Z ; 0.871
-0.377 ;  9.553 ; 186 ; 2019-156T18:00:56.838Z ; 1.000
-0.377 ;  9.593 ; 382 ; 2019-358T02:40:17.061Z ; 1.000
-0.377 ;  9.731 ; 220 ; 2019-191T16:26:07.650Z ; 1.000
-0.377 ;  9.853 ; 226 ; 2019-197T20:29:17.814Z ; 1.000
-0.377 ;  9.932 ; 203 ; 2019-174T05:31:10.170Z ; 1.000
-0.377 ; 10.436 ; 047 ; 2019-013T23:48:20.910Z ; 1.000
-0.377 ; 10.456 ; 083 ; 2019-050T23:32:42.679Z ; 1.000
-0.377 ; 10.487 ; 363 ; 2019-338T15:05:59.157Z ; 1.000
-0.377 ; 10.740 ; 383 ; 2019-359T04:30:24.725Z ; 1.000
-0.377 ; 10.862 ; 309 ; 2019-283T03:58:54.688Z ; 1.000
-0.377 ; 11.328 ; 371 ; 2019-346T21:13:19.952Z ; 0.979
-0.377 ; 11.505 ; 234 ; 2019-206T03:25:27.825Z ; 1.000
-0.377 ; 11.506 ; 193 ; 2019-164T00:35:51.725Z ; 1.000
-0.377 ; 11.566 ; 309 ; 2019-283T04:42:18.513Z ; 1.000
-0.377 ; 11.826 ; 386 ; 2019-362T07:35:37.622Z ; 1.000
-0.377 ; 11.843 ; 239 ; 2019-211T07:02:47.379Z ; 1.000
-0.377 ; 11.990 ; 380 ; 2019-356T03:49:08.268Z ; 1.000
-0.377 ; 12.270 ; 304 ; 2019-278T02:08:31.733Z ; 1.000
-0.377 ; 12.487 ; 192 ; 2019-163T00:57:06.036Z ; 1.000
-0.377 ; 12.511 ; 236 ; 2019-208T05:46:01.977Z ; 1.000
-0.377 ; 12.714 ; 385 ; 2019-361T07:50:55.781Z ; 1.000
-0.377 ; 13.163 ; 305 ; 2019-279T03:43:01.290Z ; 1.000
-0.377 ; 13.252 ; 049 ; 2019-016T04:01:17.728Z ; 1.000
-0.377 ; 13.291 ; 244 ; 2019-216T11:48:38.585Z ; 0.898
-0.377 ; 13.544 ; 014 ; 2018-345T05:14:39.409Z ; 0.790
-0.377 ; 15.558 ; 016 ; 2018-347T08:30:26.937Z ; 1.000
-0.376 ;  8.659 ; 226 ; 2019-197T19:15:43.832Z ; 1.000
-0.376 ;  9.039 ; 258 ; 2019-230T16:37:15.254Z ; 1.000
-0.376 ;  9.283 ; 206 ; 2019-177T06:48:54.498Z ; 1.000
-0.376 ;  9.491 ; 043 ; 2019-009T20:11:22.080Z ; 1.000
-0.376 ;  9.924 ; 132 ; 2019-101T07:06:09.448Z ; 1.000
-0.376 ; 10.042 ; 297 ; 2019-270T19:15:12.889Z ; 1.000
-0.376 ; 10.434 ; 295 ; 2019-268T18:20:31.707Z ; 1.000
-0.376 ; 10.899 ; 349 ; 2019-324T06:19:02.588Z ; 1.000
-0.376 ; 11.114 ; 176 ; 2019-146T13:05:00.618Z ; 1.000
-0.376 ; 11.166 ; 211 ; 2019-182T12:01:11.739Z ; 1.000
-0.376 ; 11.406 ; 218 ; 2019-189T16:50:51.801Z ; 1.000
-0.376 ; 11.419 ; 371 ; 2019-346T21:18:59.143Z ; 0.979
-0.376 ; 11.457 ; 256 ; 2019-228T17:47:34.206Z ; 1.000
-0.376 ; 11.559 ; 162 ; 2019-132T04:23:28.101Z ; 1.000
-0.376 ; 11.583 ; 322 ; 2019-296T13:16:03.984Z ; 0.693
-0.376 ; 11.653 ; 367 ; 2019-342T18:55:36.966Z ; 1.000
-0.376 ; 11.832 ; 392 ; 2020-003T11:32:37.796Z ; 1.000
-0.376 ; 12.058 ; 307 ; 2019-281T03:53:43.291Z ; 1.000
-0.376 ; 12.396 ; 338 ; 2019-313T00:37:24.979Z ; 1.000
-0.376 ; 12.414 ; 368 ; 2019-343T20:21:58.247Z ; 1.000
-0.376 ; 12.448 ; 376 ; 2019-352T01:39:38.069Z ; 1.000
-0.376 ; 12.554 ; 235 ; 2019-207T05:09:25.730Z ; 1.000
-0.376 ; 12.729 ; 352 ; 2019-327T10:10:14.314Z ; 1.000
-0.376 ; 12.733 ; 389 ; 2019-365T10:29:52.036Z ; 0.998
-0.376 ; 13.022 ; 021 ; 2018-352T09:13:37.913Z ; 1.000
-0.376 ; 13.079 ; 387 ; 2019-363T09:32:18.623Z ; 1.000
-0.376 ; 13.304 ; 183 ; 2019-153T19:54:29.569Z ; 1.000
-0.376 ; 13.578 ; 148 ; 2019-117T21:18:57.355Z ; 1.000
-0.376 ; 14.033 ; 297 ; 2019-270T23:21:12.883Z ; 1.000
-0.376 ; 14.228 ; 126 ; 2019-095T07:35:55.904Z ; 1.000
-0.376 ; 14.643 ; 097 ; 2019-065T13:02:02.924Z ; 1.000
-0.376 ; 14.901 ; 041 ; 2019-008T00:25:29.171Z ; 1.000
-0.375 ;  9.316 ; 174 ; 2019-144T09:55:44.800Z ; 1.000
-0.375 ;  9.822 ; 222 ; 2019-193T17:50:17.800Z ; 1.000
-0.375 ; 10.226 ; 045 ; 2019-011T22:16:04.068Z ; 1.000
-0.375 ; 10.390 ; 245 ; 2019-217T09:29:09.672Z ; 0.942
-0.375 ; 10.593 ; 228 ; 2019-199T22:33:28.957Z ; 1.000
-0.375 ; 10.670 ; 385 ; 2019-361T05:44:57.450Z ; 1.000
-0.375 ; 10.754 ; 255 ; 2019-227T16:24:52.814Z ; 1.000
-0.375 ; 10.979 ; 347 ; 2019-322T05:05:06.838Z ; 1.000
-0.375 ; 11.040 ; 396 ; 2020-007T13:21:29.602Z ; 0.986
-0.375 ; 11.131 ; 346 ; 2019-321T04:35:02.309Z ; 1.000
-0.375 ; 11.476 ; 101 ; 2019-069T12:24:14.246Z ; 1.000
-0.375 ; 11.486 ; 305 ; 2019-279T01:59:35.654Z ; 1.000
-0.375 ; 11.493 ; 349 ; 2019-324T06:55:42.331Z ; 1.000
-0.375 ; 11.543 ; 297 ; 2019-270T20:47:42.935Z ; 1.000
-0.375 ; 11.648 ; 364 ; 2019-339T16:56:59.546Z ; 1.000
-0.375 ; 11.787 ; 197 ; 2019-168T03:30:06.273Z ; 1.000
-0.375 ; 11.937 ; 285 ; 2019-258T13:19:03.293Z ; 1.000
-0.375 ; 12.176 ; 336 ; 2019-310T23:04:55.134Z ; 1.000
-0.375 ; 12.341 ; 191 ; 2019-162T00:08:54.748Z ; 1.000
-0.375 ; 12.402 ; 044 ; 2019-010T23:50:33.292Z ; 1.000
-0.375 ; 12.424 ; 365 ; 2019-340T18:24:16.318Z ; 1.000
-0.375 ; 12.431 ; 033 ; 2018-364T16:35:15.762Z ; 1.000
-0.375 ; 12.443 ; 194 ; 2019-165T02:12:51.558Z ; 1.000
-0.375 ; 12.564 ; 344 ; 2019-319T04:44:25.975Z ; 1.000
-0.375 ; 12.569 ; 299 ; 2019-272T23:09:49.011Z ; 1.000
-0.375 ; 12.636 ; 376 ; 2019-352T01:51:13.153Z ; 1.000
-0.375 ; 12.989 ; 183 ; 2019-153T19:35:05.195Z ; 1.000
-0.375 ; 13.160 ; 399 ; 2020-010T17:30:28.347Z ; 1.000
-0.375 ; 13.258 ; 149 ; 2019-118T21:38:25.199Z ; 1.000
-0.375 ; 13.602 ; 025 ; 2018-356T12:28:52.535Z ; 1.000
-0.375 ; 13.809 ; 286 ; 2019-259T15:53:49.937Z ; 1.000
-0.375 ; 14.004 ; 303 ; 2019-277T03:16:00.610Z ; 1.000
-0.375 ; 14.037 ; 342 ; 2019-317T04:56:20.855Z ; 1.000
-0.375 ; 14.213 ; 320 ; 2019-294T14:39:18.971Z ; 1.000
-0.375 ; 14.477 ; 288 ; 2019-261T17:53:49.732Z ; 1.000
-0.375 ; 15.101 ; 395 ; 2020-006T16:52:24.982Z ; 1.000
-0.374 ;  9.443 ; 112 ; 2019-080T17:39:38.564Z ; 0.987
-0.374 ;  9.979 ; 336 ; 2019-310T20:49:31.138Z ; 1.000
-0.374 ; 10.226 ; 106 ; 2019-074T14:23:44.413Z ; 1.000
-0.374 ; 10.258 ; 295 ; 2019-268T18:09:39.625Z ; 1.000
-0.374 ; 10.291 ; 267 ; 2019-239T23:48:40.046Z ; 1.000
-0.374 ; 10.372 ; 336 ; 2019-310T21:13:43.897Z ; 1.000
-0.374 ; 10.553 ; 203 ; 2019-174T06:09:28.817Z ; 1.000
-0.374 ; 10.610 ; 342 ; 2019-317T01:25:06.095Z ; 1.000
-0.374 ; 10.676 ; 320 ; 2019-294T11:01:16.913Z ; 1.000
-0.374 ; 10.796 ; 321 ; 2019-295T11:48:08.333Z ; 1.000
-0.374 ; 10.824 ; 187 ; 2019-157T19:58:28.611Z ; 1.000
-0.374 ; 11.347 ; 365 ; 2019-340T17:17:53.819Z ; 1.000
-0.374 ; 11.449 ; 020 ; 2018-351T06:56:45.119Z ; 1.000
-0.374 ; 11.463 ; 249 ; 2019-221T13:12:34.758Z ; 1.000
-0.374 ; 11.674 ; 313 ; 2019-287T07:26:42.118Z ; 1.000
-0.374 ; 11.822 ; 255 ; 2019-227T17:30:43.710Z ; 1.000
-0.374 ; 11.839 ; 197 ; 2019-168T03:33:20.769Z ; 1.000
-0.374 ; 11.859 ; 225 ; 2019-196T21:53:41.398Z ; 1.000
-0.374 ; 12.214 ; 213 ; 2019-184T14:24:17.935Z ; 1.000
-0.374 ; 12.239 ; 268 ; 2019-241T02:28:03.623Z ; 1.000
-0.374 ; 12.658 ; 354 ; 2019-329T11:24:45.960Z ; 1.000
-0.374 ; 13.046 ; 295 ; 2019-268T21:01:32.949Z ; 1.000
-0.374 ; 13.500 ; 293 ; 2019-266T20:10:41.218Z ; 0.871
-0.374 ; 13.828 ; 206 ; 2019-177T11:29:04.384Z ; 1.000
-0.374 ; 15.057 ; 247 ; 2019-219T15:35:26.940Z ; 1.000
-0.374 ; 15.413 ; 033 ; 2018-364T19:39:07.064Z ; 1.000
-0.373 ;  9.569 ; 317 ; 2019-291T07:54:40.846Z ; 0.999
-0.373 ;  9.797 ; 046 ; 2019-012T22:29:19.942Z ; 1.000
-0.373 ;  9.813 ; 029 ; 2018-360T11:14:36.716Z ; 1.000
-0.373 ;  9.980 ; 314 ; 2019-288T06:21:41.373Z ; 1.000
-0.373 ; 10.134 ; 209 ; 2019-180T09:39:06.510Z ; 1.000
-0.373 ; 10.178 ; 393 ; 2020-004T10:30:06.502Z ; 1.000
-0.373 ; 10.433 ; 304 ; 2019-278T00:15:18.414Z ; 1.000
-0.373 ; 10.559 ; 140 ; 2019-109T12:59:08.237Z ; 1.000
-0.373 ; 10.627 ; 072 ; 2019-039T16:29:19.830Z ; 1.000
-0.373 ; 10.711 ; 342 ; 2019-317T01:31:18.785Z ; 1.000
-0.373 ; 10.843 ; 296 ; 2019-269T19:25:08.242Z ; 1.000
-0.373 ; 11.214 ; 177 ; 2019-147T13:50:23.146Z ; 1.000
-0.373 ; 11.315 ; 339 ; 2019-314T00:10:11.953Z ; 1.000
-0.373 ; 11.337 ; 359 ; 2019-334T13:20:33.570Z ; 1.000
-0.373 ; 11.483 ; 399 ; 2020-010T15:47:04.587Z ; 1.000
-0.373 ; 11.605 ; 309 ; 2019-283T04:44:40.909Z ; 1.000
-0.373 ; 11.691 ; 187 ; 2019-157T20:51:54.128Z ; 1.000
-0.373 ; 11.783 ; 045 ; 2019-011T23:52:03.945Z ; 1.000
-0.373 ; 11.963 ; 203 ; 2019-174T07:36:23.195Z ; 1.000
-0.373 ; 11.978 ; 251 ; 2019-223T15:02:58.249Z ; 1.000
-0.373 ; 12.065 ; 293 ; 2019-266T18:42:13.959Z ; 0.871
-0.373 ; 12.292 ; 371 ; 2019-346T22:12:47.652Z ; 0.979
-0.373 ; 12.313 ; 349 ; 2019-324T07:46:13.052Z ; 1.000
-0.373 ; 12.389 ; 234 ; 2019-206T04:19:57.140Z ; 1.000
-0.373 ; 12.447 ; 203 ; 2019-174T08:06:10.956Z ; 1.000
-0.373 ; 12.588 ; 359 ; 2019-334T14:37:41.358Z ; 1.000
-0.373 ; 12.682 ; 223 ; 2019-194T21:25:49.453Z ; 1.000
-0.373 ; 12.809 ; 209 ; 2019-180T12:24:01.257Z ; 1.000
-0.373 ; 12.927 ; 026 ; 2018-357T12:27:06.462Z ; 1.000
-0.373 ; 13.414 ; 194 ; 2019-165T03:12:42.073Z ; 1.000
-0.373 ; 14.216 ; 244 ; 2019-216T12:45:37.703Z ; 0.898
-0.373 ; 14.267 ; 021 ; 2018-352T10:30:22.825Z ; 1.000
-0.373 ; 14.675 ; 026 ; 2018-357T14:14:53.350Z ; 1.000
-0.372 ;  9.573 ; 205 ; 2019-176T06:27:34.059Z ; 1.000
-0.372 ;  9.662 ; 361 ; 2019-336T12:56:12.840Z ; 1.000
-0.372 ;  9.714 ; 046 ; 2019-012T22:24:09.449Z ; 1.000
-0.372 ;  9.841 ; 142 ; 2019-111T13:33:18.848Z ; 1.000
-0.372 ;  9.862 ; 342 ; 2019-317T00:38:58.867Z ; 1.000
-0.372 ;  9.933 ; 398 ; 2020-009T13:32:06.767Z ; 0.920
-0.372 ;  9.939 ; 388 ; 2019-364T06:58:10.239Z ; 1.000
-0.372 ; 10.076 ; 206 ; 2019-177T07:37:45.723Z ; 1.000
-0.372 ; 10.131 ; 295 ; 2019-268T18:01:49.538Z ; 1.000
-0.372 ; 10.372 ; 305 ; 2019-279T00:50:58.271Z ; 1.000
-0.372 ; 10.422 ; 243 ; 2019-215T08:12:28.807Z ; 1.000
-0.372 ; 10.489 ; 227 ; 2019-198T21:47:48.286Z ; 1.000
-0.372 ; 10.736 ; 315 ; 2019-289T07:47:46.243Z ; 0.912
-0.372 ; 10.737 ; 228 ; 2019-199T22:42:21.643Z ; 1.000
-0.372 ; 10.766 ; 251 ; 2019-223T13:48:19.069Z ; 1.000
-0.372 ; 10.777 ; 340 ; 2019-315T00:16:28.417Z ; 1.000
-0.372 ; 10.892 ; 181 ; 2019-151T16:07:22.366Z ; 1.000
-0.372 ; 10.894 ; 234 ; 2019-206T02:47:49.285Z ; 1.000
-0.372 ; 11.026 ; 372 ; 2019-347T21:34:12.216Z ; 1.000
-0.372 ; 11.077 ; 213 ; 2019-184T13:14:15.336Z ; 1.000
-0.372 ; 11.101 ; 326 ; 2019-300T15:24:10.368Z ; 1.000
-0.372 ; 11.225 ; 204 ; 2019-175T07:30:07.714Z ; 1.000
-0.372 ; 11.404 ; 381 ; 2019-357T03:52:28.442Z ; 1.000
-0.372 ; 11.546 ; 340 ; 2019-315T01:03:52.544Z ; 1.000
-0.372 ; 11.634 ; 263 ; 2019-235T22:33:58.532Z ; 1.000
-0.372 ; 11.639 ; 024 ; 2018-355T09:47:57.588Z ; 1.000
-0.372 ; 11.662 ; 193 ; 2019-164T00:45:30.013Z ; 1.000
-0.372 ; 11.696 ; 240 ; 2019-212T07:33:01.478Z ; 1.000
-0.372 ; 11.711 ; 319 ; 2019-293T11:25:38.888Z ; 1.000
-0.372 ; 11.711 ; 389 ; 2019-365T09:26:53.124Z ; 0.998
-0.372 ; 11.737 ; 340 ; 2019-315T01:15:40.427Z ; 1.000
-0.372 ; 11.876 ; 305 ; 2019-279T02:23:38.215Z ; 1.000
-0.372 ; 11.970 ; 357 ; 2019-332T12:40:42.810Z ; 1.000
-0.372 ; 12.037 ; 213 ; 2019-184T14:13:25.350Z ; 1.000
-0.372 ; 12.060 ; 318 ; 2019-292T11:07:43.304Z ; 1.000
-0.372 ; 12.217 ; 211 ; 2019-182T13:05:58.636Z ; 1.000
-0.372 ; 12.242 ; 354 ; 2019-329T10:59:06.599Z ; 1.000
-0.372 ; 12.381 ; 259 ; 2019-231T20:42:37.204Z ; 1.000
-0.372 ; 12.385 ; 331 ; 2019-305T20:00:33.173Z ; 1.000
-0.372 ; 12.411 ; 250 ; 2019-222T14:50:21.047Z ; 1.000
-0.372 ; 12.653 ; 381 ; 2019-357T05:09:28.140Z ; 1.000
-0.372 ; 13.360 ; 183 ; 2019-153T19:57:55.566Z ; 1.000
-0.372 ; 13.576 ; 217 ; 2019-188T18:33:40.879Z ; 0.543
-0.372 ; 13.633 ; 392 ; 2020-003T13:23:38.662Z ; 1.000
-0.372 ; 13.867 ; 356 ; 2019-331T13:58:13.553Z ; 1.000
-0.372 ; 14.285 ; 023 ; 2018-354T11:51:17.297Z ; 1.000
-0.372 ; 14.294 ; 288 ; 2019-261T17:42:34.348Z ; 1.000
-0.372 ; 15.173 ; 335 ; 2019-310T01:30:13.904Z ; 1.000
-0.372 ; 15.282 ; 203 ; 2019-174T11:00:56.259Z ; 1.000
-0.371 ;  8.636 ; 173 ; 2019-143T08:34:36.349Z ; 1.000
-0.371 ;  8.909 ; 256 ; 2019-228T15:10:32.957Z ; 1.000
-0.371 ;  9.016 ; 376 ; 2019-351T22:08:04.608Z ; 1.000
-0.371 ;  9.109 ; 183 ; 2019-153T15:35:55.943Z ; 1.000
-0.371 ;  9.151 ; 176 ; 2019-146T11:03:59.583Z ; 1.000
-0.371 ;  9.530 ; 191 ; 2019-161T21:15:36.202Z ; 1.000
-0.371 ;  9.714 ; 216 ; 2019-187T13:48:02.765Z ; 1.000
-0.371 ;  9.972 ; 288 ; 2019-261T13:16:07.562Z ; 1.000
-0.371 ; 10.247 ; 394 ; 2020-005T11:13:46.540Z ; 1.000
-0.371 ; 10.312 ; 175 ; 2019-145T11:36:22.403Z ; 1.000
-0.371 ; 10.336 ; 387 ; 2019-363T06:43:14.674Z ; 1.000
-0.371 ; 10.339 ; 358 ; 2019-333T11:39:36.283Z ; 1.000
-0.371 ; 10.378 ; 312 ; 2019-286T05:27:20.944Z ; 1.000
-0.371 ; 10.604 ; 197 ; 2019-168T02:17:13.076Z ; 1.000
-0.371 ; 10.693 ; 398 ; 2020-009T14:18:59.893Z ; 0.920
-0.371 ; 10.898 ; 331 ; 2019-305T18:28:54.425Z ; 1.000
-0.371 ; 11.013 ; 319 ; 2019-293T10:42:37.658Z ; 1.000
-0.371 ; 11.090 ; 388 ; 2019-364T08:09:08.433Z ; 1.000
-0.371 ; 11.177 ; 150 ; 2019-119T20:09:25.388Z ; 1.000
-0.371 ; 11.184 ; 318 ; 2019-292T10:13:42.891Z ; 1.000
-0.371 ; 11.333 ; 235 ; 2019-207T03:54:08.047Z ; 1.000
-0.371 ; 11.691 ; 354 ; 2019-329T10:25:07.751Z ; 1.000
-0.371 ; 11.750 ; 292 ; 2019-265T17:43:24.805Z ; 1.000
-0.371 ; 11.814 ; 309 ; 2019-283T04:57:33.488Z ; 1.000
-0.371 ; 11.836 ; 355 ; 2019-330T11:13:31.637Z ; 1.000
-0.371 ; 11.966 ; 376 ; 2019-352T01:09:54.217Z ; 1.000
-0.371 ; 11.995 ; 228 ; 2019-199T23:59:54.121Z ; 1.000
-0.371 ; 12.052 ; 304 ; 2019-278T01:55:05.554Z ; 1.000
-0.371 ; 12.342 ; 190 ; 2019-160T23:29:43.485Z ; 1.000
-0.371 ; 12.779 ; 387 ; 2019-363T09:13:48.748Z ; 1.000
-0.371 ; 12.780 ; 171 ; 2019-141T11:31:36.338Z ; 0.996
-0.371 ; 13.004 ; 191 ; 2019-162T00:49:45.493Z ; 1.000
-0.371 ; 13.029 ; 210 ; 2019-181T13:16:48.020Z ; 1.000
-0.371 ; 13.050 ; 152 ; 2019-121T23:23:15.001Z ; 1.000
-0.371 ; 13.128 ; 228 ; 2019-200T01:09:43.917Z ; 1.000
-0.371 ; 13.906 ; 376 ; 2019-352T03:09:30.841Z ; 1.000
-0.371 ; 13.969 ; 318 ; 2019-292T13:05:21.013Z ; 1.000
-0.371 ; 13.998 ; 196 ; 2019-167T05:07:09.717Z ; 1.000
-0.371 ; 14.043 ; 015 ; 2018-346T06:17:05.671Z ; 1.000
-0.371 ; 14.171 ; 252 ; 2019-224T17:57:31.046Z ; 1.000
